metric,description,classification
f1479618,Medical_Medicine_Dental_Resident_Internal_Vacancies=2018,EXTENSIVE
f1479818,Other_Trainees_Vacancies=2018,EXTENSIVE
f1480018,Registered_Nursing_Vacancies=2018,EXTENSIVE
f1480218,Licensed_Practical_Nurse_Licensed_Vocational_Nurse_Vacancies=2018,EXTENSIVE
f1480418,Nursing_Assistive_Personal_Persons_Vacancies=2018,EXTENSIVE
f1480618,Radiology_Technicians_Vacancies=2018,EXTENSIVE
f1480818,Laboratory_Technician_Vacancies=2018,EXTENSIVE
f1481018,Pharmacists_Licensed_Vacancies=2018,EXTENSIVE
f1481218,Pharmacy_Technicians_Vacancies=2018,EXTENSIVE
f1481418,Respiratory_Therapist_Vacancies=2018,EXTENSIVE
f1481618,All_Other_Personnel_Vacancies=2018,EXTENSIVE
f1481818,Total_Facility_Personnel_Vacancies=2018,EXTENSIVE
f1482218,Nursing_Home_Personal_Persons_Total_Vacancies=2018,EXTENSIVE
f1482410,Advanced_Practice_Registered_Nurse_Physician_Assistants_Full_Time=2010,EXTENSIVE
f1482610,Advanced_Practice_Registered_Nurse_Physician_Assistants_Partial_Time=2010,EXTENSIVE
f1483018,#_Hospital_with_Primary_Care_Advanced_Practice_Registered_Nurse_Physician_Assistants=2018,EXTENSIVE
f1483218,#_Hospital_with_Anesthesia_Service_Advanced_Practice_Registered_Nurse_Physician_Assistants=2018,EXTENSIVE
f1483814,%_Units_with_More_Than_1_Person_Room=2014-18,INTENSIVE
f1483910,#_Females_Over_15_Years=2010,EXTENSIVE
f1484010,Population_65+=2010,EXTENSIVE
f1484110,American_Indian_Arapaho_Population=2010,EXTENSIVE
f1484210,American_Indian_Canadian_French_American_Population=2010,EXTENSIVE
f1484310,American_Indian_Central_American_Population=2010,EXTENSIVE
f1484410,American_Indian_Hopi_Population=2010,EXTENSIVE
f1484510,American_Indian_Mexican_American_Population=2010,EXTENSIVE
f1484610,American_Indian_South_American_Population=2010,EXTENSIVE
f1484710,American_Indian_Spanish_American_Population=2010,EXTENSIVE
f1484810,Alaska_Native_Inupiat_Population=2010,EXTENSIVE
f1484910,Alaska_Native_Tsimshian_Population=2010,EXTENSIVE
f1485010,Alaska_Native_Yup'ik_Population=2010,EXTENSIVE
f1485110,Asian_Bhutanese_Population=2010,EXTENSIVE
f1485210,Asian_Burmese_Population=2010,EXTENSIVE
f1485310,Asian_Nepalese_Population=2010,EXTENSIVE
f1485410,Micronesian_Marshallese_Population=2010,EXTENSIVE
f1485510,#_White_not_Hispanic_Latino_Households=2010,EXTENSIVE
f1485610,#_White_not_Hispanic_Household_with_Husband_Wife_Family=2010,EXTENSIVE
f1485710,#_Single_Parent_Household_White_non_Hispanic=2010,EXTENSIVE
f1485810,Hispanic_Latino_Origin_Costa_Rican_Population=2010,EXTENSIVE
f1485910,Hispanic_Latino_Origin_Guatemalan_Population=2010,EXTENSIVE
f1486010,Hispanic_Latino_Origin_Honduran_Population=2010,EXTENSIVE
f1486110,Hispanic_Latino_Origin_Nicaraguan_Population=2010,EXTENSIVE
f1486210,Hispanic_Latino_Origin_Panamanian_Population=2010,EXTENSIVE
f1486310,Hispanic_Latino_Origin_Salvadoran_Population=2010,EXTENSIVE
f1486410,Hispanic_Latino_Origin_Other_Central_American_Population=2010,EXTENSIVE
f1486510,Hispanic_Latino_Origin_Argentinean_Population=2010,EXTENSIVE
f1486610,Hispanic_Latino_Origin_Bolivian_Population=2010,EXTENSIVE
f1486710,Hispanic_Latino_Origin_Chilean_Population=2010,EXTENSIVE
f1486810,Hispanic_Latino_Origin_Colombian_Population=2010,EXTENSIVE
f1486910,Hispanic_Latino_Origin_Ecuadorian_Population=2010,EXTENSIVE
f1487010,Hispanic_Latino_Origin_Paraguayan_Population=2010,EXTENSIVE
f1487110,Hispanic_Latino_Origin_Peruvian_Population=2010,EXTENSIVE
f1487210,Hispanic_Latino_Origin_Uruguayan_Population=2010,EXTENSIVE
f1487310,Hispanic_Latino_Origin_Venezuelan_Population=2010,EXTENSIVE
f1487410,Hispanic_Latino_Origin_Other_South_American_Population=2010,EXTENSIVE
f1487510,Hispanic_Latino_Origin_Spaniard_Population=2010,EXTENSIVE
f1487610,Hispanic_Latino_Origin_Spanish_Population=2010,EXTENSIVE
f1487710,Hispanic_Latino_Origin_Spanish_American_Population=2010,EXTENSIVE
f1487810,Hispanic_Latino_Origin_All_Other_Hospital_Population=2010,EXTENSIVE
f1488010,#_White_Families=2010,EXTENSIVE
f1488110,#_Black_African_American_Families=2010,EXTENSIVE
f1488210,#_American_Indian_Alaska_Native_Families=2010,EXTENSIVE
f1488310,#_Asian_Families=2010,EXTENSIVE
f1488410,#_Native_Hawaiian_Other_Pacific_Islander_Families=2010,EXTENSIVE
f1488510,#_Some_Other_Race_Families=2010,EXTENSIVE
f1488610,#_Two_or_more_Races_Families=2010,EXTENSIVE
f1488710,#_Hispanic_Latino_Families=2010,EXTENSIVE
f1488810,#_White_not_Hispanic_Families=2010,EXTENSIVE
f1489010,Population_in_Correctional_Institution=2010,EXTENSIVE
f1489110,Population_in_Juvenile_Facilities=2010,EXTENSIVE
f1489210,Population_in_Nursing_Facility_Skilled_Nursing_Facility=2010,EXTENSIVE
f1489310,Population_in_Other_Institutional_Facility=2010,EXTENSIVE
f1489410,Population_in_Mental(Psychiatric)_Hospital_Units=2010,EXTENSIVE
f1489510,Population_in_Noninstitional_Group_Quarter=2010,EXTENSIVE
f1489619,Dentists_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1489719,Dentists_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1489819,Physician_Assist_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1489919,Physician_Assist_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1490019,Advanced_Practice_Registered_Nursing_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1490119,Advanced_Practice_Registered_Nursing_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1490219,Nurse_Practitioners_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1490319,Nurse_Practitioners_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1490419,Clinical_Nursing_Specialist_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1490519,Clinical_Nursing_Specialist_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1490619,Certified_Registered_Nurse_Anesthetist_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1490719,Certified_Registered_Nurse_Anesthetist_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1490819,AdvPractNurs_Midwife_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1490919,AdvPractNurs_Midwife_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1491019,Chiropractors_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1491119,Chiropractors_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1491219,Optometrists_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1491319,Optometrists_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1491419,Podiatrists_Male_with_National_Provider_Identifier=2019,EXTENSIVE
f1491519,Podiatrists_Female_with_National_Provider_Identifier=2019,EXTENSIVE
f1491610,Percent_Urban_Population=2010,INTENSIVE
f1491710,Census_Urban_Population=2010,EXTENSIVE
f1491810,Census_Urbanized_Areas_Population=2010,EXTENSIVE
f1491910,Census_Urban_Clusters_Population=2010,EXTENSIVE
f1492010,Census_Rural_Population=2010,EXTENSIVE
f1492110,Percent_Urban_Housing_Units=2010,INTENSIVE
f1492210,Census_Urban_Housing_Units=2010,EXTENSIVE
f1492310,Census_Urbanized_Areas_Housing=2010,EXTENSIVE
f1492410,Census_Urban_Clusters_Housing=2010,EXTENSIVE
f1492510,Census_Rural_Housing_Units=2010,EXTENSIVE
f1493016,3_Year_Hispanic_Male_Births=2016-18,EXTENSIVE
f1493116,3_Year_Hispanic_Female_Births=2016-18,EXTENSIVE
f1498820,#_Designted_Toxic_Site_Under_Control=2020,EXTENSIVE
f1498920,#Designated_Toxic_Site_Not_Under_Control=2020,EXTENSIVE
f1525010,Population_in_Group_Homes_for_Adults=2010,EXTENSIVE
f1525110,#_Vacant_Housing_Units=2010,EXTENSIVE
f1525210,#_Owner_Occupied_Housing_Units=2010,EXTENSIVE
f1525320,#_Community_Health_Centers=2020,EXTENSIVE
f1525420,#_National_Health_Service_Corps_Sites_with_Providers=2020,EXTENSIVE
f1525520,#_National_Health_Service_Corps_Primary_Care_Sites_with_Provider=2020,EXTENSIVE
f1525620,#_National_Health_Service_Corps_Dental_Sites_with_Providers=2020,EXTENSIVE
f1525720,#_National_Health_Service_Corps_Mental_Health_Site_with_Provider=2020,EXTENSIVE
f1525820,#_National_Health_Service_Corps_Full_Time_Equivalent_Providers=2020,EXTENSIVE
f1525920,#_National_Health_Service_Corps_Full_Time_Equivalent_Primary_Care_Providers=2020,EXTENSIVE
f1526020,#_National_Health_Service_Corps_Full_Time_Equivalent_Dental_Providers=2020,EXTENSIVE
f1526120,#_National_Health_Service_Corps_Full_Time_Equivalent_Mental_Health_Provider=2020,EXTENSIVE
f1526419,#_Days_Air_Quality_is_Measured=2019,EXTENSIVE
f1526519,#Days_Measured_Air_Quality_Good=2019,EXTENSIVE
f1526619,%_Good_Air_Quality_Days=2019,INTENSIVE
f1527418,#_Hospital_with_Pediatric_Emergency_Depart=2018,EXTENSIVE
f1528818,Medicare_Fee_for_Service_Beneficiaries=2018,EXTENSIVE
f1528918,Medicare_Fee_for_Service_Beneficiaries_Average_Age=2018,INTENSIVE
f1529018,%_Medicare_Fee_for_Service_Beneficiaries_Female=2018,INTENSIVE
f1529118,%_Medicare_Fee_for_Service_Beneficiaries_Male=2018,INTENSIVE
f1529218,%_Medicare_Beneficiaries_Eligible_for_Medicaid=2018,INTENSIVE
f1529318,Medicare_Fee_for_Service_Beneficiaries_Average_Hierarchical_Condition_Categories_Score=2018,INTENSIVE
f1529418,Total_Actual_Medicare_Costs=2018,EXTENSIVE
f1529518,Total_Standardized_Medicare_Costs=2018,INTENSIVE
f1529618,Total_Standardized_Risk_Adjusted_Medicare_Cost=2018,INTENSIVE
f1529718,Actual_Per_Capita_Medicare_Cost=2018,INTENSIVE
f1529818,Standardzd_PerCapita_Medicare_Cost=2018,INTENSIVE
f1529918,Standardized_Risk_Adjusted_Per_Capita_Medicare_Cost=2018,INTENSIVE
f1530018,Inpatient_Actual_Medicare_Costs=2018,EXTENSIVE
f1530118,Inpatient_Active_Cost_as_%_of_Total_Active_Cost=2018,INTENSIVE
f1530218,Inpatient_Per_Capita_Actual_Medicare_Cost=2018,INTENSIVE
f1530318,Medicare_Beneficiary_Inpatient_User_with_Covered_Stay=2018,EXTENSIVE
f1530418,Inpatient_Per_User_Actual_Medicare_Cost=2018,EXTENSIVE
f1530518,%_Medicare_Beneficiaries_Using_Inpatient_Service=2018,INTENSIVE
f1530618,Medicare_Beneficiaries_Acute_Hospital_Readmission=2018,EXTENSIVE
f1530718,Medicare_Beneficiaries_Hospital_Readmission_Rate=2018,INTENSIVE
f1530818,Medicare_Beneficiaries_Emergency_Department_Visits=2018,EXTENSIVE
f1530918,Emergency_Department_Visits_per_One_Thousand_Medicare_Beneficiaries=2018,EXTENSIVE
f1531013,Certified_Registered_Nurse_Anesthesia_Male=2013,EXTENSIVE
f1531113,Certified_Registered_Nurse_Anesthesia_Female=2013,EXTENSIVE
f1531213,Certified_Registered_Nurse_Anesthesia_<_35=2013,EXTENSIVE
f1531313,Certified_Registered_Nurse_Anesthesia_35_44=2013,EXTENSIVE
f1531413,Certified_Registered_Nurse_Anesthesia_45_54=2013,EXTENSIVE
f1531513,Certified_Registered_Nurse_Anesthesia_55_64=2013,EXTENSIVE
f1531613,Certified_Registered_Nurse_Anesthesia_65_+=2013,EXTENSIVE
f1531713,Physician_Assistants_<_35=2013,EXTENSIVE
f1531813,Physician_Assistants_35_44=2013,EXTENSIVE
f1531913,Physician_Assistants_45_54=2013,EXTENSIVE
f1532013,Physician_Assistants_55_64=2013,EXTENSIVE
f1532113,Physician_Assistants_65_+=2013,EXTENSIVE
f1532418,#_Hospital_with_Advanced_Practice_Registered_Nurse_Physician_Assist=2018,EXTENSIVE
f1532518,#_Hospital_with_American_Community_Survey_Cancer_Program_Approved=2018,EXTENSIVE
f1532718,#_Hospital_with_Commission_on_Accreditation_of_Rehabilitation_Facilities_Accreditation=2018,EXTENSIVE
f1532918,#_Hospital_with_Det_Norske_Veritas_Accreditation=2018,EXTENSIVE
f1533113,Physician_Assistants=2013,EXTENSIVE
f1533213,Physician_Assistants_Female=2013,EXTENSIVE
f1533313,Physician_Assistants_Male=2013,EXTENSIVE
f1533414,High_Poverty_Typology_Code=2014,INTENSIVE
f1533518,#_Patients_Seen_in_Veteran_Facility=2018,EXTENSIVE
f1533618,Veteran_Medical_Medicine_Care_Expenditure(1000's)=2018,EXTENSIVE
f1533814,Days_with_8_hour_Average_Ozone_over_National_Ambient_Air_Quality_Standards=2014,EXTENSIVE
f1533920,#Designated_Toxic_Site_with_Insufficient_Data=2020,EXTENSIVE
f1537614,#_Disabled_<18_Civilian_Noninstitutional=2014-18,EXTENSIVE
f1537714,#_Personal_Persons_<_18_Civilian_Noninstitutional=2014-18,EXTENSIVE
f1537814,%_Disabled_<18_Civilian_Noninstitutional=2014-18,INTENSIVE
f1537914,#Disabled_18_64_Civilian_Noninstitutional=2014-18,EXTENSIVE
f1538014,#_Personal_Persons_18_64_Civilian_Noninstitutional=2014-18,EXTENSIVE
f1538114,%Disabled_18_64_Civilian_Noninstitutional=2014-18,INTENSIVE
f1538214,#_Disabled_65+_Civilian_Noninstitutional=2014-18,EXTENSIVE
f1538314,#_Personal_Persons_65+_Civilian_Noninstitutional=2014-18,EXTENSIVE
f1538414,%_Disabled_65+_Civilian_Noninstitutional=2014-18,INTENSIVE
f1538514,Veterans_25+_Years=2014-18,EXTENSIVE
f1538614,Veterans_25+_with_<_High_School_Diploma=2014-18,EXTENSIVE
f1538714,Veterans_25+_with_High_School_Diploma_or_more=2014-18,EXTENSIVE
f1538814,Veterans_25+_with_4+_Years_College=2014-18,EXTENSIVE
f1538914,Nonveterans_25+_Years=2014-18,EXTENSIVE
f1539014,Nonveterans_25+_with_<_High_School_Diploma=2014-18,EXTENSIVE
f1539114,Nonveterans_25+_with_High_School_Diploma_+=2014-18,EXTENSIVE
f1539214,Nonveterans_25+_with_4+_Years_College=2014-18,EXTENSIVE
f1539314,Veteran_Civilian_Population_18_64_Years=2014-18,EXTENSIVE
f1539414,Veterinarian_Veteran_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1539514,Veterinarian_Veteran_Employed_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1539614,Veterinarian_Veteran_Unemployed_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1539714,Veterinarian_Veteran_not_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1539814,Nonveterans_Civilian_Population_18_64_Years=2014-18,EXTENSIVE
f1539914,Nonveteran_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1540014,Nonveterans_Employed_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1540114,Nonveterans_Unemployed_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1540214,Nonveterans_not_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1540314,Veterans_Civilian_Population_18+_Years=2014-18,EXTENSIVE
f1540414,Veterans_with_Disability_Civilian=2014-18,EXTENSIVE
f1540514,Veterans_no_Disability_Civilian=2014-18,EXTENSIVE
f1540614,Nonveterans_Civilian_Population_18+_Years=2014-18,EXTENSIVE
f1540714,Nonveterans_with_Disability_Civilian=2014-18,EXTENSIVE
f1540814,Nonveterans_no_Disability_Civilian=2014-18,EXTENSIVE
f1540914,#_with_Disability_Civilian_Noninstitutional=2014-18,EXTENSIVE
f1541014,Employed_with_Disability_Civilian_Labor_Force=2014-18,EXTENSIVE
f1541114,Unemployed_with_Disability_Civilian_Labor_Force=2014-18,EXTENSIVE
f1541214,#_with_Disability_not_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1541314,#_without_Disabilty_Civilian_Noninstitutional=2014-18,EXTENSIVE
f1541414,Employed_without_Disability_Civilian_Labor_Force=2014-18,EXTENSIVE
f1541514,Unemployed_without_Disabled_Civilian_Labor_Force=2014-18,EXTENSIVE
f1541614,#without_Disability_not_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1541714,#_Personal_Persons_with_Poverty_Status_Determined=2014-18,EXTENSIVE
f1541814,#_Persons_in_Deep_Poverty=2014-18,EXTENSIVE
f1541914,%_Persons_in_Deep_Poverty=2014-18,INTENSIVE
f1542014,#_<_18_with_Poverty_Status_Determined=2014-18,EXTENSIVE
f1542114,#_Children_<_18_in_Deep_Poverty=2014-18,EXTENSIVE
f1542214,%_Children_<_18_in_Deep_Poverty=2014-18,INTENSIVE
f1542314,#_65+_with_Poverty_Status_Determined=2014-18,EXTENSIVE
f1542414,#_Persons_65+_in_Deep_Poverty=2014-18,EXTENSIVE
f1542514,%_Persons_65+_in_Deep_Poverty=2014-18,INTENSIVE
f1542618,#_Hospital_with_Magnetoencephalography=2018,EXTENSIVE
f1543816,3_Year_Hispanic_Male_Deaths=2016-18,EXTENSIVE
f1543916,3_Year_Hispanic_Female_Deaths=2016-18,EXTENSIVE
f1544016,3_Year_Hispanic_Male_Infant_Death=2016-18,EXTENSIVE
f1544116,3_Year_Hispanic_Female_Infant_Death=2016-18,EXTENSIVE
f1544216,Veteran_Disability_Compensation_Recipient=2016,EXTENSIVE
f1544316,Veteran_Disabilty_Pension_Recipient=2016,EXTENSIVE
f1544416,Veteran_Disabled_Computed_or_Pension_Recipient=2016,EXTENSIVE
f1544520,#_National_Health_Service_Corps_Total_Active_Sites=2020,EXTENSIVE
f1544620,Medicare_Advanced_Partial_A&B_Rates_0%_Bonus=2020,INTENSIVE
f1544720,Medicare_Advantage_Partial_A&B_Rate_3.5%_Bonus=2020,INTENSIVE
f1544820,Medicare_Advanced_Partial_A&B_Rates_5%_Bonus=2020,INTENSIVE
f1544919,Health_Insurance_Marketplace_Enrollees=2019,EXTENSIVE
f1545019,Marketplace_Enrollees_<_18=2019,EXTENSIVE
f1545119,Marketplace_Enrollees_18_25=2019,EXTENSIVE
f1545219,Marketplace_Enrollees_26_34=2019,EXTENSIVE
f1545319,Marketplace_Enrollees_35_44=2019,EXTENSIVE
f1545419,Marketplace_Enrollees_45_54=2019,EXTENSIVE
f1545519,Marketplace_Enrollees_55_64=2019,EXTENSIVE
f1545619,Marketplace_Enrollees_65+=2019,EXTENSIVE
f1545819,Marketplace_Enrollees_New_Consultation=2019,EXTENSIVE
f1545919,Marketplace_Enrollees_Active_Enrollment=2019,EXTENSIVE
f1546019,Marketplace_Enrollees_Automatic_Enrollment=2019,EXTENSIVE
f1546116,Market_Enrollment_Household_Income_<100%_of_Federal_Poverty_Level=2016,EXTENSIVE
f1546219,Enrollment_Household_Income_100%_to_150%of_Federal_Poverty_Level=2019,EXTENSIVE
f1546319,Enrollment_Household_Income>150%_to_200%of_Federal_Poverty_Level=2019,EXTENSIVE
f1546419,Enrollment_Household_Income>200%_to_250%of_Federal_Poverty_Level=2019,EXTENSIVE
f1546519,Enrollment_Household_Income>250%_to_300%of_Federal_Poverty_Level=2019,EXTENSIVE
f1546619,Enrollment_Household_Income>300%_to_400%of_Federal_Poverty_Level=2019,EXTENSIVE
f1546716,Market_Enrollment_Household_Income_>400%_of_Federal_Poverty_Level=2016,EXTENSIVE
f1546816,Marketplace_Enrollment_Household_Income_Unknown=2016,EXTENSIVE
f1546915,Recreation_Typology_Code=2015,INTENSIVE
f1547015,Persistent_Child_Poverty_Typology_Code=2015,INTENSIVE
f1547118,Persons_<65_Years=2018,EXTENSIVE
f1547218,Personal_Persons_<65_with_Health_Insurance=2018,EXTENSIVE
f1547318,Personal_Persons_<65_without_Health_Insurance=2018,EXTENSIVE
f1547418,%_<65_without_Health_Insurance=2018,INTENSIVE
f1547518,Males_<65_Years=2018,EXTENSIVE
f1547618,Males_<65_with_Health_Insurance=2018,EXTENSIVE
f1547718,Males_<65_without_Health_Insurance=2018,EXTENSIVE
f1547818,%_Males_<65_without_Health_Insurance=2018,INTENSIVE
f1547918,Females_<65_Years=2018,EXTENSIVE
f1548018,Females_<65_with_Health_Insurance=2018,EXTENSIVE
f1548118,Females_<65_without_Health_Insurance=2018,EXTENSIVE
f1548218,%_Females_<65_without_Health_Insurance=2018,INTENSIVE
f1548318,Persons_<65_<=_138%_of_Poverty=2018,EXTENSIVE
f1548418,#_<65_with_Health_Insurance_<=138%_Poverty=2018,EXTENSIVE
f1548518,#_<65_no_Health_Insurance_<=138%_Poverty=2018,EXTENSIVE
f1548618,%_<65_no_Health_Insurance_<=138%_Poverty=2018,INTENSIVE
f1548718,Persons_<65_<=_200%_of_Poverty=2018,EXTENSIVE
f1548818,#_<65_with_Health_Insurance_<=200%_Poverty=2018,EXTENSIVE
f1548918,#_<65_no_Health_Insurance_<=200%_Poverty=2018,EXTENSIVE
f1549018,%_<65_no_Health_Insurance_<=200%_Poverty=2018,INTENSIVE
f1549118,Persons_<65_<=_400%_of_Poverty=2018,EXTENSIVE
f1549218,#_<65_with_Health_Insurance_<=400%_Poverty=2018,EXTENSIVE
f1549318,#_<65_no_Health_Insurance_<=400%_Poverty=2018,EXTENSIVE
f1549418,%_<65_no_Health_Insurance_<=400%_Poverty=2018,INTENSIVE
f1549518,Persons_18_64_Years=2018,EXTENSIVE
f1549618,Personal_Persons_18_64_with_Health_Insurance=2018,EXTENSIVE
f1549718,Personal_Persons_18_64_without_Health_Insurance=2018,EXTENSIVE
f1549818,%_18_64_without_Health_Insurance=2018,INTENSIVE
f1549918,Males_18_64_Years=2018,EXTENSIVE
f1550018,Males_18_64_with_Health_Insurance=2018,EXTENSIVE
f1550118,Males_18_64_without_Health_Insurance=2018,EXTENSIVE
f1550218,%_Males_18_64_without_Health_Insurance=2018,INTENSIVE
f1550318,Females_18_64_Years=2018,EXTENSIVE
f1550418,Females_18_64_with_Health_Insurance=2018,EXTENSIVE
f1550518,Females_18_64_without_Health_Insurance=2018,EXTENSIVE
f1550618,%_Female_18_64_without_Health_Insurance=2018,INTENSIVE
f1550718,Persons_18_64_<=138%_of_Poverty=2018,EXTENSIVE
f1550818,#18_64_with_Health_Insurance_<=138%_Poverty=2018,EXTENSIVE
f1550918,#18_64_no_Health_Insurance_<=138%_Poverty=2018,EXTENSIVE
f1551018,%18_64_no_Health_Insurance_<=138%_Poverty=2018,INTENSIVE
f1551118,Persons_18_64_<=200%_of_Poverty=2018,EXTENSIVE
f1551218,#18_64_with_Health_Insurance_<=200%_Poverty=2018,EXTENSIVE
f1551318,#18_64_no_Health_Insurance_<=200%_Poverty=2018,EXTENSIVE
f1551418,%18_64_no_Health_Insurance_<=200%_Poverty=2018,INTENSIVE
f1551518,Persons_18_64_<=400%_of_Poverty=2018,EXTENSIVE
f1551618,#18_64_with_Health_Insurance_<=400%_Poverty=2018,EXTENSIVE
f1551718,#18_64_no_Health_Insurance_<=400%_Poverty=2018,EXTENSIVE
f1551818,%18_64_no_Health_Insurance_<=400%_Poverty=2018,INTENSIVE
f1551918,Persons_40_64_Years=2018,EXTENSIVE
f1552018,Personal_Persons_40_64_with_Health_Insurance=2018,EXTENSIVE
f1552118,Personal_Persons_40_64_without_Health_Insurance=2018,EXTENSIVE
f1552218,%_40_64_without_Health_Insurance=2018,INTENSIVE
f1552318,Males_40_64_Years=2018,EXTENSIVE
f1552418,Males_40_64_with_Health_Insurance=2018,EXTENSIVE
f1552518,Males_40_64_without_Health_Insurance=2018,EXTENSIVE
f1552618,%_Males_40_64_without_Health_Insurance=2018,INTENSIVE
f1552718,Females_40_64_Years=2018,EXTENSIVE
f1552818,Females_40_64_with_Health_Insurance=2018,EXTENSIVE
f1552918,Females_40_64_without_Health_Insurance=2018,EXTENSIVE
f1553018,%_Female_40_64_without_Health_Insurance=2018,INTENSIVE
f1553118,Persons_<19_Years=2018,EXTENSIVE
f1553218,Personal_Persons_<19_with_Health_Insurance=2018,EXTENSIVE
f1553318,Personal_Persons_<19_without_Health_Insurance=2018,EXTENSIVE
f1553418,%_<19_without_Health_Insurance=2018,INTENSIVE
f1553518,Persons_<19_<=_138%_of_Poverty=2018,EXTENSIVE
f1553618,#_<19_with_Health_Insurance_<=138%_Poverty=2018,EXTENSIVE
f1553718,#_<19_no_Health_Insurance_<=138%_Poverty=2018,EXTENSIVE
f1553818,%_<19_no_Health_Insurance_<=138%_Poverty=2018,INTENSIVE
f1553918,Persons_<19_<=_200%_of_Poverty=2018,EXTENSIVE
f1554018,#_<19_with_Health_Insurance_<=200%_Poverty=2018,EXTENSIVE
f1554118,#_<19_no_Health_Insurance_<=200%_Poverty=2018,EXTENSIVE
f1554218,%_<19_no_Health_Insurance_<=200%_Poverty=2018,INTENSIVE
f1554318,Persons_<19_<=_400%_of_Poverty=2018,EXTENSIVE
f1554418,#_<19_with_Health_Insurance_<=400%_Poverty=2018,EXTENSIVE
f1554518,#_<19_no_Health_Insurance_<=400%_Poverty=2018,EXTENSIVE
f1554618,%_<19_no_Health_Insurance_<=400%_Poverty=2018,INTENSIVE
f1554918,Medicare_Enrollment_Aged_&_Disabled_Total=2018,EXTENSIVE
f1555018,Medicare_Enrollment_Aged_Total=2018,EXTENSIVE
f1555118,Medicare_Enrollmnt_Disabled_Total=2018,EXTENSIVE
f1555317,Marketplace_Enrollment_Other_Household_Income=2017,EXTENSIVE
f1555418,Advanced_Practice_Registered_Nursing_Full_Time=2018,EXTENSIVE
f1555618,Advanced_Practice_Registered_Nursing_Partial_Time=2018,EXTENSIVE
f1555818,Physician_Assistants_Full_Time=2018,EXTENSIVE
f1556018,Physician_Assistants_Partial_Time=2018,EXTENSIVE
f1556218,#Hispanic_with_Violence_Prevention_Program_Workplace=2018,EXTENSIVE
f1556318,#Hispanic_with_Violence_Prevention_Program_Community=2018,EXTENSIVE
f1556419,Marketplace_Enrollees_Male=2019,EXTENSIVE
f1556519,Marketplace_Enrollees_Female=2019,EXTENSIVE
f1556619,Marketplace_Enrollment_Other_Federal_Poverty_Level=2019,EXTENSIVE
f1556719,Enrollment_No_Financial_Assistant_Requested=2019,EXTENSIVE
f1556818,#_Hospital_with_Alcohol_Chemical_Dependent_Pediatric_Service=2018,EXTENSIVE
f1556918,#Hispanic_with_Alcohol_Chemical_Dependent_Partial_Hospitalization=2018,EXTENSIVE
f1557018,#_Hospital_with_Psychiatric_Intensive_Outpatient_Service=2018,EXTENSIVE
f1557118,#Hispanic_with_Psychiatric_Partial_Hospital_Adult_Service=2018,EXTENSIVE
f1557218,#_Hospital_with_Psychiatric_Partial_Hospital_Pediatric_Service=2018,EXTENSIVE
f1557318,#Hispanic_with_Psychiatric_Residential_Adult_Treatment=2018,EXTENSIVE
f1557418,#_Hospital_with_Psychiatric_Residential_Pediatric_Treatment=2018,EXTENSIVE
f1557518,#_Hospital_with_Telehealth_Consultation_Office_Visit=2018,EXTENSIVE
f1557618,#_Hospital_with_Telehealth_Electronic_Intensive_Care_Unit=2018,EXTENSIVE
f1557718,#_Hospital_with_Telehealth_Stroke_Care=2018,EXTENSIVE
f1557818,#Hispanic_with_Telehealth_Psychiatric_Addiction_Treatment=2018,EXTENSIVE
f1557918,#Hispanic_with_Telehealth_Monitor_Post_Disease=2018,EXTENSIVE
f1558018,#Hispanic_with_Telehealth_Monitor_Chronic_Care=2018,EXTENSIVE
f1558117,Preventable_Hospital_Stays_Rate=2017,EXTENSIVE
f1558214,Annual_Average_Particulate_Matter_2.5=2014,INTENSIVE
f1558318,#_Hospital_with_Air_Ambulance_Services=2018,EXTENSIVE
